,STATION,NAME,DATE,PRCP
323,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2011-12-01,3.12
324,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2012-01-01,2.19
325,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2012-02-01,1.26
326,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2012-03-01,1.13
327,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2012-04-01,2.97
328,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2012-05-01,7.09
329,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2012-06-01,6.88
330,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2012-07-01,1.54
331,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2012-08-01,4.03
332,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2012-09-01,4.06
333,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2012-10-01,2.23
334,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2012-11-01,1.56
335,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2012-12-01,4.94
336,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2013-01-01,2.39
337,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2013-02-01,2.74
338,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2013-03-01,2.32
339,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2013-04-01,1.79
340,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2013-05-01,4.04
341,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2013-06-01,7.96
342,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2013-07-01,2.27
343,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2013-08-01,2.73
344,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2013-09-01,1.93
345,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2013-10-01,0.33
346,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2013-11-01,2.54
347,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2013-12-01,4.5
348,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2014-01-01,3.01
349,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2014-02-01,4.59
350,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2014-03-01,4.26
351,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2014-04-01,6.98
352,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2014-05-01,3.61
353,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2014-06-01,2.61
354,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2014-07-01,4.84
355,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2014-08-01,4.23
356,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2014-09-01,1.43
357,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2014-10-01,3.69
358,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2014-11-01,4.48
359,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2014-12-01,7.04
360,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2015-01-01,5.31
361,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2015-02-01,2.36
362,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2015-03-01,4.88
363,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2015-04-01,1.61
364,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2015-05-01,0.46
365,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2015-06-01,4.99
366,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2015-07-01,2.31
367,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2015-08-01,3.63
368,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2015-09-01,2.58
369,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2015-10-01,4.2
370,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2015-11-01,1.2
371,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2015-12-01,4.79
372,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2016-01-01,4.59
373,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2016-02-01,4.05
374,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2016-03-01,1.39
375,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2016-04-01,1.24
376,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2016-05-01,3.72
377,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2016-06-01,1.61
378,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2016-07-01,6.06
379,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2016-08-01,0.63
380,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2016-09-01,2.87
381,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2016-10-01,3.33
382,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2016-11-01,3.48
383,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2016-12-01,3.06
384,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-01-01,4.65
385,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-02-01,1.58
386,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-03-01,5.8
387,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-04-01,4.07
388,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-05-01,5.83
389,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-06-01,4.2
390,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-07-01,4.66
391,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-08-01,2.5
392,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-09-01,2.2
393,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-01,4.21
394,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-01,1.81
395,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-01,1.65
396,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-01,1.83
397,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-01,5.93
398,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-01,5.09
399,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-04-01,3.3
400,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-05-01,4.08
401,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-06-01,3.88
402,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-07-01,4.75
403,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-08-01,4.69
404,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-09-01,5.99
405,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-10-01,3.33
406,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-11-01,7.8
407,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-12-01,6.76
408,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2019-01-01,4.01
409,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2019-02-01,3.56
410,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2019-03-01,3.96
411,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2019-04-01,4.49
412,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2019-05-01,6.76
413,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2019-06-01,5.34
414,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2019-07-01,5.4
415,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2019-08-01,3.16
416,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2019-09-01,1.11
417,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2019-10-01,4.69
418,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2019-11-01,1.53
419,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2019-12-01,8.03
420,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2020-01-01,1.94
421,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2020-02-01,3.41
422,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2020-03-01,3.76
423,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2020-04-01,3.29
424,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2020-05-01,1.34
425,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2020-06-01,3.17
426,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2020-07-01,5.16
427,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2020-08-01,2.82
428,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2020-09-01,2.86
429,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2020-10-01,4.98
430,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2020-11-01,4.65
431,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2020-12-01,3.54
432,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2021-01-01,2.28
433,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2021-02-01,4.78
434,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2021-03-01,3.08
435,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2021-04-01,2.68
436,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2021-05-01,4.52
437,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2021-06-01,1.57
438,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2021-07-01,5.9
439,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2021-08-01,7.38
440,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2021-09-01,4.55
441,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2021-10-01,4.37
442,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2021-11-01,0.67
443,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2021-12-01,1.71
444,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2022-01-01,4.37
445,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2022-02-01,3.08
446,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2022-03-01,2.62
447,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2022-04-01,3.09
448,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2022-05-01,4.34
449,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2022-06-01,3.25
450,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2022-07-01,1.1
451,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2022-08-01,0.85
452,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-01-01,0.58
453,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-02-01,2.63
454,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-03-01,2.56
455,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-04-01,1.31
456,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-05-01,0.86
457,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-06-01,2.8
458,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-07-01,0.1
459,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-08-01,0.55
460,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-09-01,1.98
461,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-10-01,5.74
462,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-11-01,4.27
463,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1985-12-01,1.78
464,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-01-01,8.55
465,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-02-01,4.42
466,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-03-01,2.67
467,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-04-01,1.39
468,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-05-01,1.72
469,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-06-01,0.68
470,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-07-01,1.1
471,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-08-01,0.1
472,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-09-01,1.9
473,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-10-01,4.21
474,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-11-01,7.98
475,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1986-12-01,3.67
476,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-01-01,5.98
477,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-02-01,2.05
478,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-03-01,5.53
479,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-04-01,2.61
480,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-05-01,2.38
481,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-06-01,0.17
482,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-07-01,0.39
483,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-08-01,0.29
484,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-09-01,0.91
485,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-10-01,0.31
486,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-11-01,3.22
487,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1987-12-01,6.11
488,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-01-01,4.07
489,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-02-01,0.71
490,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-03-01,3.75
491,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-04-01,3.2
492,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-05-01,3.02
493,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-06-01,1.57
494,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-07-01,0.5
495,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-08-01,0.28
496,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-09-01,1.75
497,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-10-01,2.24
498,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-11-01,8.43
499,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1988-12-01,3.48
500,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-01-01,2.77
501,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-02-01,3.43
502,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-03-01,5.8
503,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-04-01,2.8
504,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-05-01,2.78
505,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-06-01,1.14
506,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-07-01,0.64
507,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-08-01,0.89
508,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-09-01,0.54
509,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-10-01,2.98
510,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-11-01,6.12
511,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1989-12-01,4.79
512,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-01-01,9.42
513,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-02-01,3.72
514,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-03-01,2.58
515,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-04-01,2.54
516,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-05-01,1.98
517,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-06-01,3.05
518,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-07-01,0.58
519,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-08-01,0.71
520,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-09-01,0.06
521,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-10-01,5.8
522,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-11-01,10.7
523,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1990-12-01,3.63
524,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-01-01,4.46
525,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-02-01,4.69
526,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-03-01,4.67
527,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-04-01,6.54
528,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-05-01,1.39
529,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-06-01,1.29
530,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-07-01,0.28
531,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-08-01,2.17
532,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-09-01,0.0
533,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-10-01,1.31
534,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-11-01,5.33
535,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1991-12-01,3.31
536,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-01-01,7.83
537,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-02-01,3.09
538,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-03-01,1.68
539,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-04-01,4.12
540,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-05-01,0.12
541,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-06-01,1.14
542,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-07-01,0.89
543,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-08-01,0.66
544,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-09-01,1.15
545,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-10-01,2.45
546,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-11-01,5.57
547,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1992-12-01,4.09
548,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-01-01,4.09
549,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-02-01,0.35
550,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-03-01,4.8
551,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-04-01,4.55
552,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-05-01,2.87
553,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-06-01,2.49
554,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-07-01,1.27
555,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-08-01,0.16
556,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-09-01,0.03
557,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-10-01,1.54
558,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-11-01,2.2
559,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1993-12-01,4.48
560,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-01-01,2.51
561,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-02-01,4.47
562,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-03-01,3.17
563,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-04-01,2.28
564,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-05-01,1.44
565,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-06-01,1.25
566,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-07-01,0.28
567,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-08-01,0.3
568,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-09-01,1.69
569,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-10-01,3.51
570,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-11-01,5.8
571,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1994-12-01,8.17
572,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995-01-01,4.47
573,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995-02-01,4.97
574,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995-03-01,4.07
575,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995-04-01,2.06
576,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995-05-01,0.81
577,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995-06-01,1.46
578,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995-07-01,1.34
579,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995-08-01,1.81
580,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995-09-01,0.91
581,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995-10-01,3.93
582,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995-11-01,10.4
583,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1995-12-01,6.37
584,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-01-01,7.33
585,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-02-01,8.34
586,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-03-01,2.07
587,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-04-01,5.37
588,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-05-01,2.08
589,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-06-01,0.59
590,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-07-01,0.77
591,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-08-01,1.32
592,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-09-01,1.85
593,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-10-01,5.54
594,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-11-01,5.23
595,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1996-12-01,10.19
596,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-01-01,7.02
597,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-02-01,1.98
598,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-03-01,8.15
599,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-04-01,4.33
600,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-05-01,1.87
601,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-06-01,1.65
602,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-07-01,1.2
603,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-08-01,1.28
604,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-09-01,3.42
605,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-10-01,5.82
606,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-11-01,3.93
607,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1997-12-01,2.63
608,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1998-01-01,7.15
609,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1998-02-01,3.32
610,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1998-03-01,3.96
611,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1998-04-01,0.99
612,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1998-05-01,1.98
613,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1998-06-01,1.11
614,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1998-07-01,0.41
615,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1998-08-01,0.35
616,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1998-09-01,0.72
617,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1998-10-01,3.48
618,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1998-11-01,11.62
619,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1998-12-01,8.98
620,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1999-01-01,6.85
621,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1999-02-01,6.96
622,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1999-03-01,3.65
623,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1999-04-01,1.48
624,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1999-05-01,2.12
625,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1999-06-01,1.86
626,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1999-07-01,1.18
627,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1999-08-01,0.92
628,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1999-09-01,0.17
629,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1999-10-01,2.27
630,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1999-11-01,9.6
631,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1999-12-01,5.06
632,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2000-01-01,3.77
633,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2000-02-01,5.26
634,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2000-03-01,2.83
635,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2000-04-01,1.48
636,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2000-05-01,3.27
637,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2000-06-01,1.61
638,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2000-07-01,0.23
639,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2000-08-01,0.33
640,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2000-09-01,1.12
641,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2000-10-01,3.0
642,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2000-11-01,3.28
643,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2000-12-01,2.51
644,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2001-01-01,2.7
645,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2001-02-01,2.07
646,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2001-03-01,2.73
647,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2001-04-01,3.16
648,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2001-05-01,1.39
649,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2001-06-01,3.06
650,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2001-07-01,1.04
651,USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2001-08-01,2.32
