,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP
599,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1997-11-01,0.31
600,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1997-12-01,0.09
601,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1998-01-01,0.09
602,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1998-02-01,1.68
603,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1998-03-01,0.39
604,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1998-04-01,0.67
605,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1998-05-01,1.1
606,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1998-06-01,2.91
607,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1998-07-01,1.89
608,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1998-08-01,9.29
609,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1998-09-01,0.98
610,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1998-10-01,3.09
611,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1998-11-01,1.4
612,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1998-12-01,0.24
613,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1999-01-01,1.13
614,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1999-02-01,0.39
615,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1999-03-01,0.25
616,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1999-04-01,1.61
617,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1999-05-01,6.96
618,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1999-06-01,3.61
619,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1999-07-01,2.52
620,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1999-08-01,7.91
621,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1999-09-01,1.31
622,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1999-10-01,0.43
623,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1999-11-01,0.1
624,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,1999-12-01,0.23
625,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2000-01-01,0.39
626,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2000-02-01,1.74
627,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2000-03-01,1.28
628,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2000-04-01,1.52
629,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2000-05-01,2.73
630,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2000-06-01,5.11
631,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2000-07-01,4.03
632,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2000-08-01,1.0
633,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2000-09-01,0.98
634,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2000-10-01,2.48
635,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2000-11-01,1.53
636,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2000-12-01,0.24
637,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2001-01-01,0.46
638,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2001-02-01,0.44
639,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2001-03-01,0.24
640,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2001-04-01,1.88
641,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2001-05-01,2.0
642,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2001-06-01,6.92
643,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2001-07-01,7.31
644,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2001-08-01,0.0
645,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2001-09-01,1.07
646,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2001-10-01,0.85
647,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2001-11-01,0.06
648,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2001-12-01,0.13
649,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2002-01-01,0.33
650,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2002-02-01,0.13
651,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2002-03-01,0.8
652,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2002-04-01,1.15
653,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2002-05-01,0.52
654,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2002-06-01,1.53
655,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2002-07-01,2.61
656,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2002-08-01,2.4
657,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2002-09-01,0.63
658,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2002-10-01,0.79
659,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2002-11-01,0.13
660,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2002-12-01,0.33
661,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2003-01-01,0.27
662,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2003-02-01,0.23
663,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2003-03-01,0.43
664,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2003-04-01,0.85
665,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2003-05-01,5.26
666,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2003-06-01,2.11
667,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2003-07-01,1.36
668,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2003-08-01,0.26
669,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2003-09-01,1.77
670,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2003-10-01,0.63
671,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2003-11-01,0.43
672,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2003-12-01,0.48
673,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2004-01-01,0.59
674,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2004-02-01,0.32
675,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2004-03-01,1.25
676,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2004-04-01,0.78
677,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2004-05-01,1.39
678,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2004-06-01,3.17
679,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2004-07-01,2.83
680,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2004-08-01,2.29
681,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2004-09-01,2.07
682,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2004-10-01,1.09
683,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2004-11-01,0.14
684,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2004-12-01,0.19
685,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2005-01-01,0.36
686,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2005-02-01,0.11
687,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2005-03-01,0.54
688,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2005-04-01,1.04
689,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2005-05-01,2.37
690,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2005-06-01,6.23
691,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2005-07-01,2.65
692,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2005-08-01,2.87
693,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2005-09-01,0.26
694,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2005-10-01,1.21
695,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2005-11-01,0.74
696,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2005-12-01,0.85
697,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2006-01-01,0.19
698,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2006-02-01,0.21
699,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2006-03-01,0.55
700,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2006-04-01,0.74
701,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2006-05-01,1.77
702,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2006-06-01,0.84
703,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2006-07-01,0.58
704,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2006-08-01,2.5
705,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2006-09-01,1.74
706,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2006-10-01,1.11
707,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2006-11-01,0.09
708,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2006-12-01,0.83
709,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2007-01-01,0.14
710,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2007-02-01,0.75
711,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2007-03-01,1.18
712,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2007-04-01,0.8
713,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2007-05-01,5.43
714,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2007-06-01,3.32
715,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2007-07-01,1.25
716,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2007-08-01,3.26
717,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2007-09-01,1.78
718,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2007-10-01,0.83
719,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2007-11-01,0.14
720,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2007-12-01,0.23
721,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2008-01-01,0.11
722,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2008-02-01,0.41
723,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2008-03-01,0.45
724,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2008-04-01,0.73
725,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2008-05-01,1.28
726,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2008-06-01,3.93
727,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2008-07-01,2.85
728,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2008-08-01,1.13
729,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2008-09-01,2.46
730,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2008-10-01,1.73
731,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2008-11-01,2.25
732,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2008-12-01,1.41
733,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2009-01-01,0.83
734,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2009-02-01,0.78
735,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2009-03-01,2.73
736,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2009-04-01,0.7
737,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2009-05-01,2.02
738,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2009-06-01,7.94
739,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2009-07-01,3.14
740,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2009-08-01,0.58
741,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2009-09-01,1.24
742,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2009-10-01,2.21
743,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2009-11-01,0.04
744,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2009-12-01,0.91
745,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2010-01-01,0.7
746,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2010-02-01,0.63
747,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2010-03-01,1.06
748,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2010-04-01,3.09
749,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2010-05-01,3.05
750,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2010-06-01,2.48
751,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2010-07-01,3.01
752,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2010-08-01,2.74
753,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2010-09-01,3.61
754,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2010-10-01,0.68
755,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2010-11-01,0.76
756,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2010-12-01,1.4
757,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2011-01-01,1.14
758,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2011-02-01,0.58
759,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2011-03-01,1.56
760,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2011-04-01,2.35
761,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2011-05-01,2.32
762,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2011-06-01,3.19
763,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2011-07-01,5.24
764,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2011-08-01,4.02
765,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2011-09-01,0.97
766,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2011-10-01,1.35
767,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2011-11-01,0.06
768,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2011-12-01,0.47
769,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2012-01-01,0.3
770,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2012-02-01,0.48
771,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2012-03-01,0.54
772,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2012-04-01,1.71
773,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2012-05-01,1.99
774,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2012-06-01,2.15
775,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2012-07-01,2.65
776,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2012-08-01,2.33
777,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2012-09-01,0.05
778,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2012-10-01,1.03
779,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2012-11-01,1.07
780,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2012-12-01,0.64
781,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2013-01-01,0.26
782,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2013-02-01,0.35
783,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2013-03-01,0.84
784,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2013-04-01,1.81
785,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2013-05-01,7.37
786,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2013-06-01,2.7
787,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2013-07-01,1.63
788,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2013-08-01,1.37
789,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2013-09-01,4.36
790,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2013-10-01,4.73
791,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2013-11-01,0.09
792,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2013-12-01,1.27
793,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2014-01-01,0.39
794,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2014-02-01,0.19
795,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2014-03-01,0.82
796,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2014-04-01,1.95
797,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2014-05-01,0.86
798,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2014-06-01,3.03
799,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2014-07-01,0.73
800,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2014-08-01,4.76
801,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2014-09-01,0.37
802,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2014-10-01,0.15
803,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2014-11-01,0.61
804,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2014-12-01,0.11
805,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2015-01-01,0.76
806,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2015-02-01,0.4
807,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2015-03-01,0.45
808,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2015-04-01,0.37
809,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2015-05-01,5.31
810,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2015-06-01,4.98
811,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2015-07-01,1.5
812,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2015-08-01,1.41
813,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2015-09-01,0.37
814,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2015-10-01,1.07
815,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2015-11-01,0.21
816,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2015-12-01,0.91
817,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2016-01-01,0.21
818,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2016-02-01,0.43
819,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2016-03-01,0.44
820,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2016-04-01,4.16
821,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2016-05-01,1.96
822,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2016-06-01,4.38
823,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2016-07-01,5.1
824,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2016-08-01,1.88
825,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2016-09-01,1.22
826,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2016-10-01,0.24
827,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2016-11-01,1.42
828,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2016-12-01,2.06
829,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2017-01-01,0.64
830,USW00024011,"BISMARCK MUNICIPAL AIRPORT, ND US",46.78232,-100.75752,503.2,2017-02-01,0.76
